  1.65000000E-01  4.58044000E-01  4.85058070E-01  2.92167540E-01
  1.20000000E-01  2.59710950E-01  2.75027930E-01  2.92167540E-01
  2.46756720E+00  7.07369270E+00  1.69439620E+01  5.57670200E+01
  2.00000000E-02  1.35978000E-01  4.18042000E-01  3.90151000E+00
  0.00000000E+00 -2.20000000E+00  2.00000000E-01 -3.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.70000000E+00 -6.00000000E-01  2.70000000E+00 -1.00000000E-01
  3.00000000E+03  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  2.28376000E+00  8.36850000E-01  2.59113000E+00  7.31983000E-01
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
