   1.1250000e+01   1.1250000e+01   1.1250000e+01   1.1250000e+01   1.1250000e+01   1.1250000e+01
   1.3730000e-04   1.3730000e-04   1.3730000e-04   1.3730000e-04   1.3730000e-04   1.3730000e-04
   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03
   2.9000000e+00   2.9000000e+00   2.9000000e+00   2.9000000e+00   2.9000000e+00   2.9000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   5.2700000e+04   5.2700000e+04   5.2700000e+04   5.2700000e+04   5.2700000e+04   5.2700000e+04
   3.0000000e+00   3.0000000e+00   3.0000000e+00   3.0000000e+00   3.0000000e+00   3.0000000e+00
   8.0000000e+03   4.0000000e+03   9.0000000e+03   3.0000000e+03   5.0000000e+03   4.0000000e+03
   5.5000000e-02   5.5000000e-02   9.3000000e-02   8.1000000e-02   2.0000000e-01   1.0400000e-01
   5.6000000e-01   5.6000000e-01   5.6000000e-01   5.6000000e-01   5.6000000e-01   5.6000000e-01
   4.1000000e-01   4.1000000e-01   4.1000000e-01   4.1000000e-01   4.1000000e-01   4.1000000e-01
   5.2000000e+00   5.2000000e+00   5.2000000e+00   5.2000000e+00   5.2000000e+00   5.2000000e+00
   2.0000000e+00   2.0000000e+00   2.0000000e+00   2.0000000e+00   2.0000000e+00   2.0000000e+00
   1.5000000e+00   1.5000000e+00   1.5000000e+00   1.5000000e+00   1.5000000e+00   1.5000000e+00
   2.0000000e+02   2.0000000e+02   2.0000000e+02   2.0000000e+02   2.0000000e+02   2.0000000e+02
   2.3559700e-01   3.7608300e-01   1.6000000e-01   3.4000000e-01   1.5000000e-01   3.7000000e-01
   4.0000000e-02   4.0000000e-02   4.0000000e-02   4.0000000e-02   4.0000000e-02   4.0000000e-02
   1.4000000e+00   1.4000000e+00   1.4000000e+00   1.4000000e+00   1.4000000e+00   1.4000000e+00
   5.0000000e-01   5.0000000e-01   5.0000000e-01   5.0000000e-01   5.0000000e-01   5.0000000e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.2958272e-01   3.5059272e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -6.2719541e-02  -6.2719541e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -8.1202000e-03  -8.1202000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   4.3828152e-02   2.1305311e-01   3.0805311e-01   0.0000000e+00   8.1681409e-02
   0.0000000e+00  -1.8551168e-02   4.2000000e-02   4.2000000e-02   0.0000000e+00  -2.6000000e-02
   0.0000000e+00   1.4643000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0995574e-01   2.5522126e-01   3.2809737e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.5000000e-02  -6.2000000e-02  -7.7000000e-02
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1425371e+00   1.1491000e+00   1.3199174e+00   1.0587872e+00   1.0838636e+00   1.3146696e+00
   1.1305622e-05   0.0000000e+00   1.3171520e-05   0.0000000e+00   1.4401739e-05   0.0000000e+00
   8.2342473e-02   0.0000000e+00   9.5932408e-02   0.0000000e+00   1.0489249e-01   0.0000000e+00
